"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2010.01 ¿ù","2010.02 ¿ù","2010.03 ¿ù","2010.04 ¿ù","2010.05 ¿ù","2010.06 ¿ù","2010.07 ¿ù","2010.08 ¿ù","2010.09 ¿ù","2010.10 ¿ù","2010.11 ¿ù","2010.12 ¿ù","2011.01 ¿ù","2011.02 ¿ù","2011.03 ¿ù","2011.04 ¿ù","2011.05 ¿ù","2011.06 ¿ù","2011.07 ¿ù","2011.08 ¿ù","2011.09 ¿ù","2011.10 ¿ù","2011.11 ¿ù","2011.12 ¿ù","2012.01 ¿ù","2012.02 ¿ù","2012.03 ¿ù","2012.04 ¿ù","2012.05 ¿ù","2012.06 ¿ù","2012.07 ¿ù","2012.08 ¿ù","2012.09 ¿ù","2012.10 ¿ù","2012.11 ¿ù","2012.12 ¿ù","2013.01 ¿ù","2013.02 ¿ù","2013.03 ¿ù","2013.04 ¿ù","2013.05 ¿ù","2013.06 ¿ù","2013.07 ¿ù","2013.08 ¿ù","2013.09 ¿ù","2013.10 ¿ù","2013.11 ¿ù","2013.12 ¿ù","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù",
"¿øÁÖ","¿ùÆò±Õ","",".01",".015",".024",".029",".038",".037",".025",".019",".016",".014",".012",".01",".01",".013",".026",".032",".036",".045",".022",".021",".022",".013",".013",".009",".01",".015",".025",".031",".041",".045",".03",".024",".023",".016",".012",".011",".013",".02",".027",".037",".043",".04",".027",".024",".019",".015",".011",".009",".009",".017",".025",".034",".051",".044",".039",".028",".025",".017",".011",".011",".01",".018",".025",".032",".046",".047",".031",".03",".024",".02",".012",".007",".011",".018",".022",".037",".043",".044",".027",".033",".024",".015",".011",".008",".031",".017",".025",".037",".048",".053",".029",".023",".026",".017",".013",".011",".013",".018",".029",".038",".038",".044",".032",".032",".026","0.017*",".012",".011",".012",".018",".032",".035",".054",".048",".034",".031",".023",".02",".015",".011",".015",".023",".032",".042","0.038*","0.049*",".027",".02",".025",".019",".015",".012",".015",".022",".028",".041",".038",".042",".031",".028",".025",".021",".019",".015",".015",".029",".031",".045",".052",".041",".034",".028",".027",".028",".018",".015",".0169",".0244",
"µ¿ÇØ","¿ùÆò±Õ","",".026",".028",".033",".038",".043",".03",".023",".018",".019",".022",".027",".025",".028",".02",".036",".043",".035",".036",".02",".021",".026",".024",".023",".023",".025",".025",".035",".042",".041",".033",".028",".024",".028",".029",".027",".026",".032",".036",".043",".048",".041",".026",".026",".029",".022",".026",".026",".024",".023",".025",".034",".039",".048",".033",".03",".026",".023",".022",".018",".022",".021",".024",".03",".035",".042",".034",".025",".028",".023",".026",".021",".018",".023",".026",".03",".033",".042",".036",".023",".024",".022",".02",".022",".02",".016",".032",".018",".047",".05",".039",".029","0.018*","0.034**",".023",".024",".026",".028",".033",".041",".045",".044",".043",".028",".023",".026",".028",".023",".023",".027",".032",".044",".04",".051",".039",".032",".03",".02",".022","0.021*",".02",".022",".026",".03",".037",".032",".033",".021",".017",".026",".025",".022",".025",".022",".026",".027",".033",".036",".029",".022",".025",".026",".027",".034",".03",".029","0.043*",".041",".05",".056",".039",".03",".028",".028",".028",".03",".031",".0309",".0309",
"»ïÃ´","¿ùÆò±Õ","",".027",".029",".033",".041",".043",".034",".023",".021",".022",".022",".027",".025",".027",".024",".038",".045",".039",".043",".025",".024",".031",".031",".025",".023",".025",".029",".039",".044","0.045**",".032",".028",".02",".026",".029",".023",".021",".022",".025",".028",".034",".042",".025",".027",".036",".025",".027",".027",".023",".023",".026",".039",".045",".049",".035",".034",".027",".026",".028",".021",".023",".023",".028",".035",".042",".048",".037",".026",".032",".017",".028",".022",".021",".026",".029",".036",".043",".048",".037",".024",".026",".024",".021",".021",".02",".019",".03",".013",".051",".051",".039",".033",".019","0.039**",".023",".025",".024",".026",".03",".04",".044",".045",".044",".03",".023",".024",".028",".021",".021",".027",".031",".044",".04",".053",".037",".032",".03",".019",".019",".021",".021",".022",".026",".031",".037",".033",".035",".022",".018",".027",".026",".023",".023",".022",".026",".028",".034",".037",".029",".024",".025",".027",".029",".029",".024",".028",".039",".04",".048",".058",".039",".027",".028",".022",".022",".031",".03",".032",".0354",
"ÆòÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".019",".027",".036",".044",".041",".046",".027",".027",".025",".022",".016",".015",".017",".026",".04",".04",".056",".042",".028",".025",".02",".022",".019",".015",".02",".027",".035",".044",".037",".046",".027",".021",".027",".026",".024",".021",".022",".03",".035",".042",".037",".038",".028",".025",".025",".024",".023",".02",".021",".033",".036",".045",".05",".039",".026",".023",".031","0.023*",".021",".019",".0205",".0294",
"¾ç¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".035",".037",".044",".04",".055",".044",".039",".035",".03",".033",".032",".034",".032",".036",".038",".046",".042",".044",".029",".029",".036",".034",".032",".033",".034",".037",".039",".043",".046",".038",".034",".04",".035",".041",".042",".035",".033",".04",".041",".048",".055",".041",".03",".035",".028",".026","0.029*",".029",".0316",".0323",
"¼ÓÃÊ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.034*",".038",".05",".049",".064",".049",".039",".034",".028",".03",".025",".026",".029",".032",".039",".046",".045",".046",".03",".028",".034",".032",".029",".03",".028",".032",".033",".035",".036",".036",".031",".034",".031",".03",".027",".027",".026",".035",".038",".047",".054",".038",".029",".031",".021",".019",".03",".029",".0292",".0314",
"¿µ¿ù","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".028",".039",".042",".058",".047",".033",".031",".025",".023",".018",".014",".019",".027",".036",".046",".041",".049",".029",".019",".029",".025",".02",".019",".023",".031",".037",".044",".036",".039",".027",".026",".025",".021",".022",".018",".019",".033",".036",".046",".053",".041",".027",".022",".028",".024",".018",".015",".0182",".0253",
"Ã¶¿ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".023",".032",".043",".047",".063",".053",".04",".033",".029",".03",".023",".021",".025",".031",".039",".048",".047",".051",".034",".026",".033",".028",".024",".021",".025",".035",".04",".05",".04",".043",".034",".034",".033",".029",".029",".024",".027",".039",".042",".053",".054",".038",".027",".027",".023",".019",".025",".022",".0222",".0278",
"È«Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".022",".032",".037",".053",".043",".031",".026",".02",".016",".012",".01",".013",".021",".029",".038",".033",".046",".029",".022",".025",".019",".015",".012",".017",".026",".032",".039",".035",".035",".028",".026",".025",".019",".017",".016",".015",".031",".034",".05",".055",".04",".029",".027",".022",".02",".016",".013",".0134",".0198",
"È­Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".014",".031",".04",".054",".041",".03",".022",".019",".022",".018",".015",".02",".026",".036",".044",".039",".042",".025","0.016**",".025",".023",".02",".018",".02",".028",".036",".043",".037",".034",".025",".026",".024",".02",".022",".018",".02",".031",".035",".046",".049",".034",".023",".023",".025",".026",".02",".02",".0188",".0258",
"ÅÂ¹é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".038",".049",".046",".062",".046",".036",".031",".025",".03",".029",".032",".03",".037",".044",".049",".045",".052",".028",".025",".036",".033",".034",".034",".034",".04",".04",".047",".048",".043",".028",".028",".03",".031",".031",".029",".029",".037",".043",".051",".055",".039",".027",".029",".028",".023",".029",".03",".0319",".0349",
"ÀÎÁ¦","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.045*",".057",".044",".034",".028",".024",".026",".022",".023",".024",".029",".037",".045",".039",".045",".027",".022",".028",".025",".025",".027",".032",".037",".04",".045",".038",".036",".026",".026",".027",".024",".025",".022",".023",".035",".038",".05",".056",".041",".026",".029",".028",".025",".027",".026",".0267","0.0337*",
"µµÆò±Õ","¿ùÆò±Õ","",".018",".021",".029",".035",".042",".036",".024",".02",".018",".018",".018",".017",".019",".019",".032",".038",".036",".043",".022",".021",".025",".02",".019",".018",".017",".021",".031",".036",".04",".038",".028",".023",".023",".021",".017",".016",".018",".024",".03",".037",".041",".033",".028",".03",".022",".021",".018",".015",".016",".021",".031",".039",".049",".04",".037",".028",".025",".021",".016",".016",".016",".022",".029",".036",".046",".043",".029",".031",".024",".024",".017",".014",".019",".024",".029",".039",".045",".041",".026",".029",".024",".019",".017",".015",".022",".024",".019",".041",".047",".047",".032",".022","0.027*",".021",".02",".018",".02",".026",".035",".042",".044",".046",".03",".027",".026",".021",".016",".016",".021",".027",".038",".04",".056",".044",".034",".03",".023",".024",".02",".019",".021",".028",".035",".044",".039",".046",".028",".022",".029",".026",".022",".021",".023",".03",".035",".042",".039",".038",".029",".029",".027",".025",".025",".022",".022",".035",".037",".049",".054",".04",".029",".028",".026",".023",".024",".022",".0236",".0293",
"±«»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".024",".036",".038",".052",".043",".031",".027",".021",".017",".016",".014",".018",".026",".036",".044",".043",".048",".029",".023",".028",".023",".019",".015",".019",".028",".034",".044",".038",".039",".027",".026",".025",".02",".019",".016",".018",".03",".034",".043",".049",".04",".029",".025",".024",".021",".018",".015",".0176",".0221",
"À½¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".025",".039",".041",".06",".051",".035",".033",".025",".022",".017",".013",".018",".026",".036",".044",".044",".05",".028",".021",".027",".023",".02",".017",".02",".029",".035",".045",".04",".041",".029",".028",".027",".022",".022",".018",".018",".031",".034",".046",".051",".043",".033",".028",".026",".022",".02",".016",".0196",".0251",
"Ã»ÁÖ","¿ùÆò±Õ","",".013",".017",".027",".029",".04",".038",".024",".022",".018",".016",".013",".011",".013",".015",".027",".037",".04",".044",".021",".022",".021",".015",".014",".01",".012",".016",".026",".035",".043",".04",".027","0.026*",".027",".019",".014",".012",".012",".02",".028",".039",".043",".044","0.030*",".029",".025",".018",".012",".01","0.009*",".019",".026",".035",".049",".043",".034",".026",".026",".02",".012",".012",".012",".019",".025",".029",".041",".046",".03",".029",".029",".022",".013",".009",".013",".019",".024",".037",".045",".043",".03",".032",".027",".018",".013",".011",".026",".021",".024",".039",".043",".05",".03",".026",".029",".021",".015",".013",".015",".023",".034",".037",".04",".041",".026",".028",".029",".019",".012",".012",".013",".02",".034",".034",".048",".043",".029",".03",".026",".022",".015",".011",".016",".022",".03",".042",".039",".04",".027",".02",".029",".024",".018",".015",".018",".027",".032",".044",".041",".046",".031",".031",".03",".023",".019",".016",".017",".028",".03",".043",".051",".041",".035",".027",".03",".025",".019",".014",".0167",".0224",
"ÃæÁÖ","¿ùÆò±Õ","",".011",".016",".028",".03",".039",".039",".023",".023",".02",".016",".014",".012",".013",".016",".032",".038",".039",".047",".024",".024",".024",".015",".014",".011",".012",".018",".029",".033",".04",".038",".026",".022",".024",".018",".015",".013",".015",".023",".03",".039",".049",".045",".03",".032",".023",".019",".015",".012",".012",".021",".029",".038",".051",".047",".037",".027",".025",".017",".012",".012",".009",".022",".025",".032",".047",".047",".029",".029",".025",".02",".012",".009",".013",".021",".026",".038",".042",".044",".029",".036",".025",".018",".013",".009",".031",".02",".028",".04",".045",".05",".033","0.025**",".026",".017",".014",".011",".012",".02",".03",".034",".035",".04",".029",".027",".026",".019",".012",".012",".015",".019",".029",".033",".045","0.034**",".033",".028",".024",".021",".015",".01",".015",".022",".033",".044",".038",".046",".027",".021",".028",".023",".019",".016",".02",".028",".034",".044",".038",".044",".029",".029",".027",".022",".023",".016",".017",".029",".03",".042",".05",".041",".032",".027",".026",".021",".018",".015",".0179",".0231",
"Á¦Ãµ","¿ùÆò±Õ","",".011",".014",".022",".031",".035",".034",".019",".015",".013",".013",".012",".009",".012",".013",".026",".038",".036",".04",".021",".018",".018",".013",".011",".012",".015",".02",".031",".032",".034",".034",".025",".022",".019",".014",".013",".012",".014",".02",".024",".029",".039",".034",".023",".023",".015","**",".012",".011",".011",".017",".023",".033",".055",".039",".034",".023",".02",".016","0.013*",".012",".011",".02",".034",".037",".043",".041",".026",".025",".021",".019",".011",".009",".016",".019",".023",".037",".04",".04",".025",".031",".021",".013",".011",".009",".027",".022",".027",".041",".046",".046",".024",".019",".021",".015",".015",".013",".015",".021",".033",".038",".039",".037",".03",".026",".024",".017",".011",".011",".013",".021",".033",".035",".046",".037",".027",".025",".018",".021",".016",".011",".015",".022",".031",".039",".036","",".027",".019",".024",".022",".02",".019",".022",".03",".033",".042",".035",".038",".026",".026",".025",".019",".022",".018",".019",".031",".032",".044",".049",".037",".028",".025",".021",".018",".018",".017",".0179",".0247",
"Ã»¿ø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","",".024",".024",".029",".019",".016",".012",".014",".019",".03",".035",".042",".039",".028",".026",".033",".023",".019",".014",".014",".023",".031",".04",".045",".045",".03",".034",".029",".022",".015",".013",".014",".023",".035",".04",".052",".045",".038",".028",".029",".022",".015",".017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"´Ü¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","",".019",".017",".017",".015",".017",".026",".037",".034",".033",".033",".025",".023",".021",".017",".017",".015",".018",".027",".034",".037",".039",".031",".027",".023",".015",".014",".01",".009",".009",".015",".019",".027",".043",".032",".03",".023",".019",".014",".011",".014",".014",".024",".028",".032",".05",".037",".026",".025",".022",".02",".013",".014",".02",".026",".031",".039",".036",".034",".021",".025",".014",".011",".011",".008",".027",".02",".028",".038",".041",".042",".027",".019",".016",".013",".014",".013",".016",".022",".031",".034",".029",".035",".025",".025",".018",".015",".011",".013",".013",".018",".03",".032",".036",".033",".022",".016",".014",".012",".013",".008",".01",".022",".032",".042",".035",".041",".024",".019",".026",".023",".02",".018",".023",".028",".035",".044",".036",".038",".026",".024",".024",".019",".022",".018",".018",".033",".034",".044",".052",".038",".029",".022",".021",".02",".019",".017",".0186",".0253",
"ÁøÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".03",".034",".027",".023",".014",".012",".025",".024",".02",".048",".055",".056",".035",".029",".032",".023",".018",".016",".018",".027",".036",".043",".044",".046",".031",".03",".027",".021",".014",".014",".018",".026",".039",".037",".052",".046",".033",".03",".026",".023",".016",".014",".017",".023",".037",".045",".045",".051",".031",".025",".031",".027",".021",".018",".021",".031",".037",".049",".045",".05",".035",".033",".032",".026",".022",".017",".019",".031",".033",".043",".052",".042",".037",".03",".031",".025",".021",".016",".0189",".0268",
"¿ÁÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".043",".045",".049",".03",".025",".028",".02",".02",".017",".019",".025",".032",".035",".035",".036",".027",".027",".025",".02",".014",".014",".013",".018",".033",".037",".049",".041",".028",".028",".023",".02",".017",".015",".016",".021",".028",".041",".034",".038",".023",".02",".026",".023",".018",".017",".018",".027",".032",".046",".042",".043",".028",".028",".029",".023",".022",".021",".022",".031",".032",".041",".05",".04",".033",".024",".027",".023",".019",".017",".0186",".0246",
"¿µµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".042",".042",".044",".028",".03",".032",".024",".016",".013",".014",".026",".04",".037",".054",".047",".03",".03",".027",".024",".021",".017",".019",".027",".032",".044",".036",".037",".026",".017",".022",".025",".022",".019",".022",".033",".036",".045",".041",".043",".028",".029",".033",".025",".023",".024","0.026*",".036",".036",".043",".05",".041",".032",".024",".029",".026",".023",".021",".0227",".0284",
"ÁõÆò","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".039",".041",".04",".03",".026",".026",".019",".013",".013",".014",".022",".033",".033",".046",".04",".028",".026",".024",".02",".016",".014",".017",".022",".03",".041",".042",".043",".026",".019",".027",".023",".019",".015",".018",".026",".032","0.039*","","",".025",".032",".03",".024",".022",".017",".019",".031",".034",".043",".054",".044",".035",".028",".03",".026",".022",".017",".0208",".0255",
"º¸Àº","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".02",".026",".039",".041",".056",".047",".033",".031",".026",".022",".018",".016",".02",".026",".034",".045",".045",".047",".03",".022",".03",".025",".019",".017",".019",".029",".034",".044",".041",".044",".028",".027",".027",".022",".02",".018",".02",".032",".033","0.046*",".052",".041",".032",".025",".027",".024",".022",".018",".0202",".0261",
"µµÆò±Õ","¿ùÆò±Õ","",".012",".016",".026",".03",".039",".037",".023",".021",".018",".015",".013",".011",".013",".015",".028",".038",".04",".044",".022",".022",".022",".015",".014",".012",".013",".018",".029",".034",".04",".038",".027",".024",".026",".018",".015",".013",".014",".022",".029",".038",".044",".042",".029",".029",".023",".018",".013",".011",".011",".019",".027",".035",".05",".042",".035",".026",".025",".019",".012",".013",".011",".02",".026",".031",".043",".045",".029",".028",".026",".021",".013",".009",".014",".02",".025",".037",".043",".042",".028",".032",".025",".017",".013",".01",".027",".021",".025",".041",".045",".049",".03",".025",".027",".019",".015",".013",".015",".023",".033",".037",".039",".04",".028",".027",".027",".019",".013",".012",".015",".021",".034",".035",".048",".042",".03",".028",".024",".021",".016",".012",".016",".023",".032",".043",".039",".044",".027",".02",".028",".024",".019",".017",".02",".028",".034",".044",".039",".043",".029",".029",".028",".022",".021",".017",".018",".03",".032",".043",".051",".041",".033",".026",".027",".023",".02",".016",".0184",".0242",
"Ãµ¾È","¿ùÆò±Õ","",".013",".016",".024",".029",".036",".032",".022",".02",".016",".014",".015",".011",".013",".014",".024",".028",".03",".032",".016",".017",".018",".014",".014",".012",".013",".018",".028",".032",".037",".036",".026",".026",".023",".015",".012",".01",".013",".018",".028",".038",".037",".039",".025",".029",".028",".02",".012",".009",".011",".017",".025",".031",".046",".039",".031",".023",".023",".016",".012",".012",".012",".02",".025",".031",".04",".043",".028",".028",".028",".02",".012",".01",".016",".024",".028",".037",".047",".046",".03",".036",".028",".019",".016",".013",".026",".021",".026",".039",".045",".046",".029",".025",".027",".019",".013",".012",".012",".02",".03",".037",".042",".044",".026",".031",".024",".018",".013",".014",".017",".023",".033",".035",".055",".047",".032",".031",".027",".021",".017",".014",".016",".021","0.036*","0.045*","0.043*",".052",".035",".025",".033",".027",".02",".017",".019",".029",".034",".047",".045",".05",".037",".035",".035",".027","0.023*",".018",".019",".031",".033",".045",".055",".043",".04",".031",".035",".027",".022",".016",".0192",".0235",
"´çÁø","¿ùÆò±Õ","",".019",".023",".03",".034",".04",".042",".028",".019",".016",".025",".023",".018",".023",".022",".033",".034",".036",".033",".021",".024",".029",".024",".021",".023",".023",".02",".036",".04",".045",".039",".028",".033",".035",".032",".025",".02",".024",".029",".037",".042",".047",".042",".033",".038",".034",".025",".023",".021",".021",".025",".034",".038",".052",".043",".038",".034",".034",".027",".023",".019",".02",".027",".029",".036",".041",".043",".036",".036",".038",".033",".022",".019",".024",".029",".034",".041",".059",".05",".035",".039",".038",".027",".024",".021",".012",".03",".011",".04",".043",".042",".037",".037",".042",".028","0.026*","0.020*","0.017*",".021",".026",".032",".036",".044",".025",".034",".032",".024",".02",".019",".021",".026",".038",".036",".055",".045",".037",".038",".03",".025",".019",".019",".02",".027",".039",".045",".046",".049",".037",".028",".035",".031",".025",".024",".024",".036",".04",".051",".052",".052",".042",".039",".035",".033","0.028**",".021",".025",".036",".038",".052",".055",".038",".038",".032",".035",".028",".024",".021",".0233",".0289",
"¼­»ê","¿ùÆò±Õ","",".023",".027",".033",".038",".045",".042",".026",".02",".025",".026",".024",".02",".023",".023",".031",".035",".036",".035",".022",".024",".025",".021",".02",".019",".022",".025",".033",".037",".042",".035",".024",".026",".029",".025",".021",".018",".022",".026",".034",".041",".043",".038",".032",".033",".03",".025",".02",".018",".019",".023",".036",".037",".05",".04",".033",".03",".033",".027","0.025*",".019",".02",".027",".03",".036",".042",".043",".037",".035",".035",".025",".016",".015",".02",".025",".034",".042",".057",".051",".033",".035",".035",".026",".023",".019",".028",".027",".028",".042",".045",".043",".035",".033",".041",".029",".022",".018",".021",".031",".04",".043",".046",".046",".025",".035",".035",".028",".023",".023",".026",".031",".041",".041",".058",".048",".039",".041",".032",".032",".025",".024",".024",".03",".039",".047",".046",".05",".037",".027",".04","0.037*",".029",".028",".026",".036",".04",".049",".051",".052",".043",".041",".038",".036",".032",".026",".027",".037",".04",".05",".058",".045",".044",".038",".039",".033",".03",".026",".027",".0323",
"¾Æ»ê","¿ùÆò±Õ","",".012",".017",".026",".031",".038",".036",".024",".019",".017",".016",".015",".013",".013",".015",".027",".031",".034",".035",".019",".019",".019",".013",".015",".012",".012",".017",".028",".032",".038",".036",".023",".022",".023",".017",".016",".012",".013",".02",".028",".038",".038",".029",".022",".023",".022",".017",".013",".008",".01",".024",".027",".031",".047",".039",".033",".024",".024",".019",".014",".012",".01",".018",".021",".027",".037",".039",".03",".03",".026",".023",".011",".009",".016",".023",".025",".04",".053",".051",".036",".044",".034",".018",".015",".012","0.033*",".021",".028",".036",".046",".052",".037",".033",".034",".023",".018",".014",".016",".022","0.027**",".035",".04",".041",".025",".03",".026",".019",".013",".013",".015",".021",".031",".031",".049",".043",".032",".032",".025",".021",".016",".016",".017",".023",".033",".042",".043",".051",".037",".026",".032",".025",".02",".018",".019",".03",".034",".045",".045",".048",".039",".034",".031",".025",".021",".017",".018",".029",".032",".043",".052",".042",".041",".033",".034",".027",".022",".018",".0204",".0243",
"³í»ê","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".031",".028",".03",".021",".016",".014",".012",".014",".03",".041",".044",".041",".026",".031",".029",".02",".015",".016",".017",".023",".036",".037",".053",".049",".034",".033",".031",".027",".02",".016",".018",".019",".026",".036",".038",".042",".028",".023",".034",".027",".021","0.019*",".023",".032",".037",".047",".047",".051",".035",".035",".035",".028",".025",".02",".021",".032",".036",".043",".051",".042",".037",".029",".032",".027",".023",".02",".0219",".0267",
"ÅÂ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".037",".035","0.044*",".032",".024",".023",".022",".026",".032",".034",".039",".034",".02",".034",".036",".031",".022",".019",".021",".022",".027",".03",".044",".045",".043",".046",".037",".033",".024",".022",".022",".024",".026",".029",".035",".044",".035",".027",".04",".037",".03",".032",".032",".04",".038",".048",".047",".049",".041",".04",".036",".034",".032",".028",".03",".038",".039",".047",".055",".042",".04",".035",".04",".035",".031",".03",".0304",".0359",
